NEWS_TYPE,BEDROOM_NUMBER,BATH_ROOM_NUMBER,AREA,APARTMENT_TYPE,FURNITURE_TYPE,PRICE,LATITUDE,LONGITUDE
 môi giới ,4.0,3.0,130.0,chung cư thường,unk,20.0,21.0041237,105.78195690000001
 môi giới ,1.0,1.0,28.0,chung cư studio,full,7.0,21.0041237,105.78195690000001
 môi giới ,2.0,2.0,68.0,chung cư thường,unk,8.0,20.9646872,105.86851740000002
 môi giới ,2.0,2.0,70.0,chung cư thường,full,7.5,20.9892354,105.87453590000001
 môi giới ,2.0,2.0,70.0,chung cư thường,cơ bản,8.5,20.989526100000003,105.86547709999999
 môi giới ,1.0,1.0,35.0,chung cư studio,full,6.0,21.0004684,105.7623624
 cá nhân ,1.0,1.0,20.0,chung cư mini,full,3.3,20.9706582,105.78369529999999
 môi giới ,1.0,1.0,40.0,chung cư thường,full,8.0,21.046151899999998,105.9156477
 môi giới ,1.0,,40.0,chung cư thường,full,4.5,21.0668748,105.8105232
 cá nhân ,3.0,1.0,85.0,chung cư thường,full,9.0,21.0141788,105.7775527
 cá nhân ,1.0,,25.0,chung cư thường,unk,3.0,20.9679754,105.80848229999998
 cá nhân ,3.0,1.0,85.0,chung cư thường,full,9.0,21.0161952,105.7802602
 cá nhân ,1.0,1.0,35.0,chung cư mini,unk,3.8,20.9875545,105.8135338
 môi giới ,1.0,1.0,35.0,chung cư studio,full,6.2,21.045322,105.79557949999999
 môi giới ,2.0,2.0,90.0,chung cư thường,full cao cấp,10.0,21.0704366,105.80889520000001
 môi giới ,3.0,2.0,100.0,chung cư thường,full,13.5,21.0310421,105.78082930000001
 môi giới ,2.0,2.0,70.0,chung cư thường,full,12.0,21.0325424,105.80036480000001
 môi giới ,3.0,2.0,110.0,chung cư thường,full,14.0,21.0071986,105.8070463
 cá nhân ,1.0,1.0,28.0,chung cư thường,full cao cấp,7.0,21.0041237,105.78195690000001
 cá nhân ,2.0,1.0,55.0,chung cư thường,unk,8.0,21.0164183,105.94484409999998
 môi giới ,1.0,1.0,25.0,chung cư mini,full,3.0,21.0378383,105.74391940000001
 môi giới ,1.0,1.0,29.0,chung cư studio,full,6.3,21.033731,105.7875062
 môi giới ,1.0,1.0,32.0,chung cư studio,unk,4.0,21.0004684,105.7623624
 môi giới ,3.0,2.0,116.0,chung cư thường,full,8.0,20.9586775,105.7688614
 môi giới ,1.0,1.0,45.0,chung cư thường,full,5.0,20.9599379,105.83375459999999
 môi giới ,1.0,1.0,45.0,chung cư thường,full cao cấp,7.0,21.0376771,105.7976502
 môi giới ,2.0,1.0,59.0,chung cư thường,unk,3.5,21.0164183,105.94484409999998
 môi giới ,3.0,2.0,85.0,chung cư thường,full,13.0,21.0164183,105.94484409999998
 môi giới ,1.0,1.0,30.0,chung cư studio,full cao cấp,5.5,21.0041237,105.78195690000001
 môi giới ,1.0,1.0,40.0,chung cư studio,full,5.0,21.072128600000003,105.81677759999998
 cá nhân ,3.0,2.0,120.0,chung cư thường,full,2.55,20.9637,105.7625
 môi giới ,1.0,1.0,30.0,chung cư mini,full cao cấp,3.5,21.0473565,105.7467341
 môi giới ,1.0,1.0,40.0,chung cư tập thể,full,3.8,21.003328,105.86788200000001
 cá nhân ,4.0,5.0,90.0,chung cư thường,full,4.5,21.017281699999998,105.8063497
 môi giới ,1.0,1.0,30.0,chung cư thường,full,3.5,21.0403832,105.76299240000002
 môi giới ,3.0,2.0,70.0,chung cư tập thể,full,6.5,21.013772,105.84836899999999
 cá nhân ,1.0,1.0,25.0,chung cư thường,cơ bản,2.5,20.9780643,105.8361322
 cá nhân ,2.0,1.0,30.0,chung cư tập thể,unk,3.0,20.983257899999998,105.87634320000001
 cá nhân ,2.0,2.0,20.0,chung cư thường,full,1.8,20.9009217,105.58001509999998
 cá nhân ,3.0,2.0,77.0,chung cư thường,nguyên bản,8.0,20.9522074,105.8525223
 cá nhân ,2.0,1.0,63.0,chung cư thường,full,7.0,20.977554,105.78842639999999
 môi giới ,2.0,2.0,66.0,chung cư thường,full,5.0,20.9644424,105.8304975
 môi giới ,2.0,2.0,84.0,chung cư thường,full,10.0,21.0303441,105.7616398
 môi giới ,1.0,1.0,28.0,chung cư studio,full,6.5,21.0004684,105.7623624
 môi giới ,2.0,2.0,83.0,chung cư thường,unk,7.0,20.9599379,105.83375459999999
 cá nhân ,2.0,2.0,80.0,chung cư thường,full,9.0,21.061549199999998,105.82405859999999
 môi giới ,2.0,2.0,60.0,chung cư thường,full,7.0,20.9691857,105.84183
 môi giới ,2.0,2.0,70.0,chung cư thường,full cao cấp,8.0,21.085260199999997,105.816961
 môi giới ,1.0,1.0,30.0,chung cư studio,full,7.0,21.0265584,105.84003829999999
 môi giới ,3.0,2.0,85.0,chung cư thường,unk,8.0,20.9642105,105.84522240000001
 môi giới ,2.0,1.0,65.0,chung cư studio,full cao cấp,3.1,21.0164183,105.94484409999998
 cá nhân ,1.0,1.0,40.0,chung cư tập thể,unk,3.0,21.0415645,105.76203770000001
 môi giới ,3.0,2.0,140.0,chung cư thường,cơ bản,12.5,21.031007000000002,105.75989750000001
 môi giới ,1.0,1.0,28.0,chung cư mini,full,4.5,21.005141899999998,105.7827318
 cá nhân ,2.0,2.0,70.0,chung cư thường,full,6.0,20.9605457,105.7947563
 cá nhân ,2.0,2.0,68.0,chung cư thường,full,6.0,21.038359200000002,105.93397009999998
 môi giới ,1.0,1.0,32.0,chung cư thường,full,4.5,21.019875600000002,105.80808200000001
 cá nhân ,3.0,2.0,154.0,chung cư thường,nguyên bản,11.0,20.9800038,105.78861540000001
 môi giới ,2.0,2.0,72.0,chung cư thường,cơ bản,8.0,20.9911024,105.8630615
 cá nhân ,3.0,2.0,100.0,chung cư thường,full cao cấp,17.0,21.034464,105.795604
 môi giới ,1.0,1.0,50.0,chung cư thường,full,7.0,21.0718193,105.8054102
 môi giới ,1.0,1.0,30.0,chung cư studio,full,5.5,21.0004684,105.7623624
 môi giới ,3.0,2.0,110.0,chung cư thường,nguyên bản,15.0,21.0042501,105.8695696
 cá nhân ,2.0,1.0,40.0,chung cư tập thể,nguyên bản,5.0,21.027138,105.85903619999999
 môi giới ,2.0,2.0,80.0,chung cư thường,full cao cấp,11.0,20.9972755,105.8671037
 môi giới ,3.0,2.0,90.5,chung cư thường,cơ bản,8.0,21.0704366,105.80889520000001
 môi giới ,2.0,2.0,70.0,chung cư thường,full cao cấp,9.0,20.974842499999998,105.7770977
 môi giới ,1.0,1.0,35.0,chung cư studio,full,6.5,21.0004684,105.7623624
 môi giới ,2.0,2.0,145.0,chung cư thường,full cao cấp,12.0,21.0302452,105.77411740000001
 môi giới ,2.0,1.0,70.0,chung cư thường,full,9.0,21.0164891,105.8227091
 môi giới ,3.0,2.0,75.0,chung cư thường,unk,10.0,21.0235829,105.8052281
 cá nhân ,1.0,1.0,40.0,chung cư thường,full,7.5,21.040756299999998,105.81946289999999
 môi giới ,2.0,1.0,55.0,chung cư thường,full,8.5,21.0281178,105.8069574
 môi giới ,2.0,1.0,25.0,chung cư mini,full,3.5,21.001921,105.824398
 môi giới ,2.0,2.0,66.0,chung cư thường,cơ bản,7.0,21.031007000000002,105.75989750000001
 môi giới ,1.0,1.0,28.0,chung cư studio,full,7.0,21.0041237,105.78195690000001
 môi giới ,2.0,1.0,55.0,chung cư studio,full,6.0,21.0164183,105.94484409999998
 môi giới ,2.0,1.0,50.0,chung cư thường,unk,7.0,21.0089749,105.8345134
 môi giới ,2.0,1.0,54.0,chung cư thường,full,7.2,21.0004684,105.7623624
 môi giới ,1.0,1.0,50.0,chung cư thường,full,7.99,21.041733899999997,105.80651920000001
 môi giới ,3.0,2.0,110.0,chung cư thường,full,15.0,21.073835100000004,105.8076991
 cá nhân ,2.0,,38.0,chung cư thường,unk,4.5,21.0465492,105.790058
 cá nhân ,1.0,1.0,30.0,chung cư mini,full cao cấp,5.0,21.0248712,105.8328825
 môi giới ,2.0,2.0,70.0,chung cư thường,unk,6.0,20.9599379,105.83375459999999
 cá nhân ,1.0,1.0,35.0,chung cư mini,full cao cấp,4.8,21.0249595,105.795396
 cá nhân ,1.0,1.0,45.0,chung cư thường,full cao cấp,5.5,21.0164183,105.94484409999998
 môi giới ,2.0,2.0,110.0,chung cư thường,full cao cấp,15.0,21.0684372,105.82329009999998
 môi giới ,1.0,1.0,20.0,chung cư thường,full,2.8,20.9791557,105.7855763
 môi giới ,1.0,1.0,35.0,chung cư studio,full,3.6,21.005141899999998,105.7827318
 môi giới ,1.0,1.0,40.0,chung cư tập thể,full,3.8,21.0109377,105.8566479
 môi giới ,3.0,2.0,106.0,chung cư thường,full cao cấp,13.5,21.0161952,105.7802602
 môi giới ,2.0,2.0,85.0,chung cư thường,unk,7.5,20.9982638,105.86736670000002
 môi giới ,2.0,2.0,64.0,chung cư thường,full,12.0,20.9948414,105.8060662
 cá nhân ,1.0,1.0,30.0,chung cư thường,full,4.0,21.0405018,105.76401259999999
 môi giới ,2.0,1.0,40.0,chung cư thường,full cao cấp,7.0,21.021147600000003,105.8469465
 cá nhân ,2.0,1.0,60.0,chung cư thường,unk,4.5,21.002314300000002,105.82333909999998
 môi giới ,2.0,2.0,75.0,chung cư thường,full,12.0,20.997594,105.8037471
 môi giới ,2.0,2.0,74.0,chung cư thường,full,14.0,21.0180002,105.7821755
 môi giới ,2.0,,45.0,chung cư tập thể,unk,6.0,21.0084723,105.8305716
 môi giới ,1.0,1.0,55.0,chung cư thường,full,12.0,21.0302229,105.7793388
 cá nhân ,1.0,1.0,30.0,chung cư thường,full,3.8,21.0099571,105.7843298
 cá nhân ,3.0,1.0,65.0,chung cư tập thể,nguyên bản,6.5,21.026016600000002,105.82342720000001
 môi giới ,2.0,1.0,60.0,chung cư thường,full,5.5,20.9472056,105.7836014
 môi giới ,2.0,2.0,70.0,chung cư thường,full,9.5,21.053029199999997,105.7800956
 môi giới ,2.0,2.0,80.0,chung cư thường,cơ bản,8.0,20.9942444,105.8567243
 cá nhân ,1.0,1.0,45.0,chung cư studio,full,3.9,20.9899982,105.80412450000001
 cá nhân ,2.0,1.0,86.0,chung cư tập thể,full,8.0,21.013856699999998,105.8543244
 môi giới ,2.0,2.0,73.0,chung cư thường,cơ bản,10.0,20.9898009,105.76152520000001
 môi giới ,2.0,1.0,45.0,chung cư thường,full,4.0,20.9914831,105.84126470000001
 cá nhân ,2.0,1.0,80.0,chung cư thường,full,6.5,21.0786522,105.80261200000001
 cá nhân ,2.0,1.0,35.0,chung cư tập thể,full,6.5,21.022537,105.8468361
 môi giới ,1.0,1.0,40.0,chung cư mini,full,6.5,21.0314597,105.82265679999999
 môi giới ,2.0,2.0,72.0,chung cư thường,full cao cấp,12.0,21.0310421,105.78082930000001
 môi giới ,2.0,1.0,60.0,chung cư thường,full,9.0,21.0174168,105.7820991
 môi giới ,2.0,2.0,105.0,chung cư thường,full,15.0,21.0007314,105.8160439
 môi giới ,1.0,1.0,60.0,chung cư thường,full,5.5,21.0357164,105.77115409999999
 môi giới ,2.0,2.0,88.0,chung cư thường,unk,7.5,20.9770005,105.89655900000001
 cá nhân ,3.0,2.0,100.0,chung cư thường,full,10.0,21.0408815,105.76497990000001
 môi giới ,1.0,1.0,41.0,chung cư thường,full cao cấp,11.0,21.006816699999998,105.8213357
 môi giới ,1.0,1.0,28.0,chung cư thường,full cao cấp,7.5,21.0041237,105.78195690000001
 môi giới ,2.0,2.0,87.0,chung cư thường,full,10.0,21.063054100000002,105.79584569999999
 môi giới ,1.0,1.0,45.0,chung cư thường,full,5.0,21.0164183,105.94484409999998
 môi giới ,2.0,2.0,82.0,chung cư thường,unk,7.0,20.9642105,105.84522240000001
 cá nhân ,1.0,1.0,30.0,chung cư mini,unk,3.5,20.976608499999998,105.8328703
 môi giới ,1.0,,30.0,chung cư studio,full,4.6,21.0035632,105.81114620000001
 cá nhân ,1.0,1.0,25.0,chung cư mini,full,3.5,20.989171,105.7835348
 cá nhân ,2.0,2.0,71.0,chung cư thường,full,8.5,20.9959857,105.80216920000001
 cá nhân ,2.0,1.0,50.0,chung cư tập thể,unk,5.5,21.023328699999997,105.8353301
 môi giới ,1.0,1.0,25.0,chung cư thường,unk,3.0,21.0739704,105.790872
 môi giới ,1.0,1.0,28.0,chung cư thường,full,3.2,21.053805899999997,105.7332727
 môi giới ,2.0,2.0,60.0,chung cư thường,full,6.0,20.9611572,105.8218521
 cá nhân ,3.0,1.0,75.0,chung cư thường,cơ bản,10.0,21.0235829,105.8052281
 cá nhân ,1.0,1.0,70.0,chung cư thường,full,10.0,21.0113444,105.83975749999999
 môi giới ,3.0,1.0,100.0,chung cư thường,nguyên bản,8.0,21.0053418,105.80455459999999
 môi giới ,1.0,1.0,28.0,chung cư mini,full,3.8,21.0215797,105.80108200000001
 môi giới ,3.0,2.0,75.0,chung cư thường,full,12.0,21.0004684,105.7623624
 cá nhân ,1.0,1.0,35.0,chung cư tập thể,full,4.3,21.0234974,105.8529512
 môi giới ,1.0,1.0,46.0,chung cư thường,full,3.2,21.002852999999998,105.8213865
 môi giới ,2.0,1.0,48.0,chung cư thường,full,4.3,20.996350800000002,105.8624574
 môi giới ,1.0,1.0,30.0,chung cư thường,full,4.0,20.998346899999998,105.82595409999999
 môi giới ,1.0,1.0,30.0,chung cư mini,unk,4.7,21.0411842,105.7642189
 môi giới ,1.0,1.0,43.0,chung cư mini,unk,5.8,21.0118738,105.80064109999998
 môi giới ,1.0,1.0,28.0,chung cư mini,full,3.8,21.0232352,105.8072769
 môi giới ,1.0,1.0,35.0,chung cư thường,full cao cấp,3.6,21.010984399999998,105.7718386
 môi giới ,1.0,1.0,25.0,chung cư mini,full,2.8,20.971902800000002,105.7971379
 môi giới ,1.0,1.0,25.0,chung cư mini,full cao cấp,2.3,20.9586775,105.7688614
 môi giới ,1.0,1.0,30.0,chung cư thường,unk,3.0,20.9827348,105.7991826
 môi giới ,1.0,1.0,25.0,chung cư mini,unk,3.0,21.0161952,105.7802602
 môi giới ,1.0,1.0,40.0,chung cư thường,full,5.0,20.9988372,105.82576509999998
 môi giới ,1.0,1.0,36.0,chung cư thường,full cao cấp,4.0,21.0004684,105.7623624
 cá nhân ,2.0,2.0,80.0,chung cư thường,unk,7.5,20.9963794,105.819079
 cá nhân ,1.0,1.0,30.0,chung cư thường,full,3.4,21.054243600000003,105.7395861
 môi giới ,2.0,2.0,80.0,chung cư thường,full,12.0,21.0718193,105.8054102
 môi giới ,2.0,2.0,80.0,chung cư thường,cơ bản,10.0,21.085260199999997,105.816961
 môi giới ,2.0,2.0,80.0,chung cư thường,full,8.0,20.976608499999998,105.8328703
 môi giới ,1.0,1.0,25.0,chung cư mini,full,3.4,21.0188461,105.77178789999999
 môi giới ,1.0,1.0,37.0,chung cư studio,full,4.5,21.0083977,105.9473642
 môi giới ,1.0,1.0,45.0,chung cư thường,full cao cấp,8.5,21.0462783,105.7955725
 môi giới ,2.0,2.0,75.0,chung cư thường,full,9.5,21.0462783,105.7955725
 môi giới ,2.0,1.0,80.0,chung cư thường,full,8.0,21.0099881,105.80464520000001
 môi giới ,1.0,1.0,33.0,chung cư mini,unk,5.2,21.029851100000002,105.7747254
 môi giới ,3.0,2.0,80.0,chung cư thường,full,9.0,21.0164183,105.94484409999998
 môi giới ,3.0,2.0,106.0,chung cư thường,cơ bản,10.0,21.0064922,105.7678412
 môi giới ,2.0,1.0,60.0,chung cư mini,nguyên bản,6.5,21.0115303,105.8368631
 môi giới ,3.0,3.0,90.0,chung cư thường,full,16.0,21.0741478,105.8241716
 môi giới ,1.0,1.0,30.0,chung cư thường,full,3.6,20.979715300000002,105.7723385
 môi giới ,2.0,2.0,85.0,chung cư thường,full,12.0,20.9892253,105.8689946
 môi giới ,1.0,1.0,30.0,chung cư mini,unk,4.5,21.035347,105.8033348
 môi giới ,3.0,2.0,128.0,chung cư thường,full,14.0,21.0061413,105.8039336
 cá nhân ,2.0,1.0,65.0,chung cư thường,full,6.8,21.0003958,105.85618529999999
 cá nhân ,1.0,1.0,40.0,chung cư thường,unk,2.6,21.012341600000003,105.90627520000001
 môi giới ,2.0,1.0,30.0,chung cư mini,full,2.8,21.029731899999998,105.77055870000001
 môi giới ,1.0,1.0,45.0,chung cư thường,full,6.0,21.0164183,105.94484409999998
 môi giới ,2.0,2.0,78.0,chung cư thường,full,10.5,21.0097179,105.7932621
 môi giới ,1.0,1.0,30.0,chung cư thường,unk,4.0,21.0004684,105.7623624
 môi giới ,3.0,2.0,140.0,chung cư thường,cơ bản,12.5,21.031007000000002,105.75989750000001
 cá nhân ,1.0,1.0,35.0,chung cư thường,unk,4.7,21.0001,105.82279399999999
 môi giới ,2.0,2.0,100.0,chung cư thường,full,9.0,21.0215526,105.78788670000002
 môi giới ,2.0,1.0,55.0,chung cư thường,full,5.5,21.0164183,105.94484409999998
 môi giới ,1.0,1.0,28.0,chung cư thường,cơ bản,4.2,21.0164183,105.94484409999998
 môi giới ,1.0,1.0,22.0,chung cư mini,full,3.4,20.989171,105.7835348
 môi giới ,1.0,1.0,30.0,chung cư studio,full cao cấp,5.5,21.0041237,105.78195690000001
 môi giới ,1.0,1.0,30.0,chung cư thường,full,3.0,21.0713471,105.79329440000001
 môi giới ,3.0,3.0,160.0,chung cư thường,unk,16.0,21.0101531,105.7988345
 cá nhân ,1.0,1.0,28.0,chung cư thường,full,3.6,21.0323732,105.80957079999999
 môi giới ,4.0,3.0,160.0,chung cư thường,full,25.0,21.0442326,105.7673186
 cá nhân ,2.0,2.0,70.0,chung cư thường,unk,5.5,21.124466199999997,105.8262284
 môi giới ,1.0,1.0,27.0,chung cư thường,cơ bản,3.45,20.9749347,105.7808936
 môi giới ,1.0,1.0,25.0,chung cư thường,full cao cấp,3.2,21.0473565,105.7467341
 môi giới ,2.0,2.0,100.0,chung cư thường,full,15.0,21.0718193,105.8054102
 môi giới ,2.0,1.0,65.0,chung cư thường,full,3.5,21.041733899999997,105.80651920000001
 môi giới ,2.0,2.0,97.0,chung cư thường,full,13.0,21.0359385,105.79382700000001
 cá nhân ,2.0,1.0,60.0,chung cư thường,full,3.5,21.0004684,105.7623624
 môi giới ,2.0,2.0,70.0,chung cư thường,full,8.0,21.0164183,105.94484409999998
 môi giới ,1.0,1.0,30.0,chung cư thường,cơ bản,3.3,20.9800059,105.77214620000001
 môi giới ,3.0,2.0,75.0,chung cư thường,full cao cấp,12.0,21.0164183,105.94484409999998
 môi giới ,3.0,2.0,115.0,chung cư thường,unk,18.0,20.9972755,105.8671037
 môi giới ,1.0,1.0,35.0,chung cư thường,full,6.5,21.0004684,105.7623624
 môi giới ,2.0,2.0,74.0,chung cư thường,cơ bản,8.5,20.989526100000003,105.86547709999999
 môi giới ,3.0,2.0,83.0,chung cư thường,cơ bản,11.0,21.0303441,105.7616398
 cá nhân ,1.0,1.0,25.0,chung cư thường,full,7.54,21.0277497,105.84394070000002
 cá nhân ,3.0,2.0,95.0,chung cư thường,unk,11.0,20.9889902,105.80474209999998
 cá nhân ,1.0,1.0,30.0,chung cư thường,full,2.3,20.979349600000003,105.82066909999999
 môi giới ,2.0,2.0,90.0,chung cư thường,unk,10.0,20.9984224,105.80710800000001
 môi giới ,1.0,1.0,25.0,chung cư mini,unk,3.5,21.030109500000002,105.78867890000001
 môi giới ,1.0,1.0,20.0,chung cư mini,full,4.0,21.0157921,105.8300503
 môi giới ,1.0,1.0,25.0,chung cư mini,unk,4.0,21.0378481,105.8109551
 cá nhân ,1.0,1.0,40.0,chung cư studio,unk,8.5,21.0174168,105.7820991
 môi giới ,2.0,2.0,100.0,chung cư thường,full,13.0,21.0101531,105.7988345
 môi giới ,2.0,1.0,75.0,chung cư thường,full,10.5,21.0086145,105.83409099999999
 môi giới ,4.0,3.0,192.0,chung cư thường,full,18.0,21.0294275,105.7755135
 môi giới ,3.0,2.0,110.0,chung cư thường,full,6.5,21.0609133,105.7816075
 môi giới ,1.0,1.0,25.0,chung cư thường,unk,3.6,21.077988100000002,105.78690859999999
 môi giới ,2.0,1.0,60.0,chung cư thường,full,9.0,21.0004684,105.7623624
 môi giới ,2.0,2.0,72.0,chung cư thường,full,15.0,21.0043594,105.7944744
 môi giới ,2.0,2.0,70.0,chung cư thường,full cao cấp,9.5,21.018540899999998,105.79133279999999
 môi giới ,2.0,2.0,100.0,chung cư thường,full cao cấp,12.0,21.0215526,105.78788670000002
 môi giới ,2.0,1.0,54.0,chung cư thường,full,8.5,21.0004684,105.7623624
 môi giới ,2.0,2.0,70.0,chung cư thường,full,8.0,21.0164183,105.94484409999998
 cá nhân ,2.0,2.0,55.0,chung cư thường,full,6.5,20.981510399999998,105.81040859999999
 môi giới ,4.0,3.0,110.0,chung cư thường,full cao cấp,13.0,21.0303441,105.7616398
 môi giới ,2.0,2.0,80.0,chung cư thường,cơ bản,10.0,21.0161952,105.7802602
 môi giới ,2.0,2.0,82.0,chung cư thường,cơ bản,8.5,20.999615300000002,105.80812240000002
 cá nhân ,1.0,1.0,33.0,chung cư studio,full cao cấp,4.5,21.0004684,105.7623624
 môi giới ,2.0,1.0,65.0,chung cư thường,full,6.0,21.013377399999996,105.85749270000001
 môi giới ,2.0,1.0,70.0,chung cư thường,full,8.5,21.0070457,105.80299529999999
 cá nhân ,2.0,2.0,72.0,chung cư thường,unk,6.0,20.9599379,105.83375459999999
 môi giới ,1.0,1.0,45.0,chung cư mini,full,8.0,21.0105633,105.7994223
 môi giới ,1.0,1.0,45.0,chung cư thường,full,7.5,21.031792000000003,105.7884835
 cá nhân ,1.0,1.0,28.0,chung cư mini,full,3.5,21.0396753,105.7634611
 môi giới ,2.0,2.0,84.0,chung cư thường,full,8.0,21.0538868,105.78761750000001
 cá nhân ,2.0,1.0,58.0,chung cư thường,full cao cấp,7.0,21.007838600000003,105.9376756
 cá nhân ,1.0,1.0,38.0,chung cư thường,full,3.5,21.0479582,105.80996979999999
 môi giới ,1.0,1.0,35.0,chung cư thường,full,5.5,21.019102,105.83614009999998
 cá nhân ,2.0,1.0,58.0,chung cư thường,full,6.5,21.018340600000002,105.77647820000001
 môi giới ,2.0,2.0,70.0,chung cư thường,full cao cấp,9.0,20.998970899999996,105.80665929999999
 môi giới ,2.0,2.0,70.0,chung cư thường,full,9.5,20.9986767,105.7999635
 môi giới ,3.0,2.0,100.0,chung cư thường,unk,13.0,21.0042496,105.80338390000001
 cá nhân ,2.0,1.0,50.0,chung cư tập thể,unk,3.5,20.971548499999997,105.7666557
 môi giới ,2.0,1.0,62.0,chung cư thường,full,8.0,21.017032,105.7982605
 môi giới ,1.0,1.0,28.0,chung cư studio,unk,5.5,21.0041237,105.78195690000001
 môi giới ,2.0,1.0,60.0,chung cư thường,full,10.0,21.0004684,105.7623624
 cá nhân ,1.0,1.0,45.0,chung cư thường,unk,4.8,20.9871135,105.79751
 cá nhân ,1.0,1.0,33.0,chung cư studio,full cao cấp,6.5,21.0004684,105.7623624
 cá nhân ,1.0,1.0,45.0,chung cư thường,full,8.0,20.982858399999998,105.7813337
 môi giới ,3.0,2.0,117.0,chung cư thường,full,10.0,21.021371,105.775053
 môi giới ,3.0,2.0,120.0,chung cư thường,full,12.0,21.0141788,105.7775527
 môi giới ,2.0,1.0,65.0,chung cư thường,unk,6.0,21.053282100000004,105.78832659999998
 môi giới ,1.0,1.0,30.0,chung cư mini,full,5.2,20.9828413,105.8121513
 môi giới ,1.0,1.0,40.0,chung cư tập thể,unk,4.0,21.0012902,105.84286110000001
 cá nhân ,1.0,1.0,20.0,chung cư mini,full,3.0,21.016112300000003,105.8330369
 cá nhân ,1.0,,30.0,chung cư thường,unk,3.5,21.0012748,105.8393044
 môi giới ,2.0,2.0,80.0,chung cư thường,cơ bản,8.5,21.032152399999998,105.79310890000002
 môi giới ,1.0,1.0,30.0,chung cư mini,full cao cấp,3.0,21.0527849,105.730777
 cá nhân ,1.0,1.0,30.0,chung cư thường,full,5.0,21.0098759,105.8411862
 môi giới ,3.0,3.0,100.0,chung cư thường,full,17.0,21.0745984,105.8100956
 môi giới ,1.0,1.0,45.0,chung cư thường,full cao cấp,7.0,21.0019816,105.85223429999999
 môi giới ,1.0,1.0,33.0,chung cư thường,full cao cấp,6.5,21.0004684,105.7623624
 môi giới ,2.0,2.0,89.0,chung cư thường,full cao cấp,12.0,21.035113600000003,105.76946650000001
 môi giới ,1.0,1.0,25.0,chung cư mini,full,4.0,21.0325077,105.8224479
 cá nhân ,2.0,1.0,60.0,chung cư thường,nguyên bản,12.0,21.0105633,105.7994223
 môi giới ,1.0,1.0,25.0,chung cư mini,full,3.5,20.9985308,105.8093653
 môi giới ,2.0,2.0,68.0,chung cư thường,nguyên bản,8.0,21.046151899999998,105.9156477
 môi giới ,2.0,2.0,80.0,chung cư thường,full cao cấp,11.0,21.0349188,105.76439750000002
 môi giới ,1.0,1.0,50.0,chung cư studio,full cao cấp,8.5,21.0297099,105.81094750000001
 môi giới ,2.0,2.0,70.0,chung cư thường,full,11.0,21.085260199999997,105.816961
 môi giới ,1.0,1.0,33.0,chung cư thường,full cao cấp,6.0,21.0004684,105.7623624
 môi giới ,3.0,2.0,90.0,chung cư thường,full,12.0,21.085260199999997,105.816961
 cá nhân ,2.0,1.0,58.0,chung cư thường,cơ bản,4.5,20.991109299999998,105.84463429999998
 môi giới ,1.0,1.0,30.0,chung cư studio,full cao cấp,4.6,21.0164183,105.94484409999998
 môi giới ,2.0,2.0,60.0,chung cư thường,full cao cấp,7.0,21.005802600000003,105.85490490000001
 môi giới ,2.0,1.0,55.0,chung cư mini,full cao cấp,8.0,21.022716100000004,105.80028359999999
 môi giới ,1.0,1.0,41.0,chung cư thường,cơ bản,5.0,20.9988372,105.82576509999998
 cá nhân ,2.0,2.0,90.0,chung cư thường,unk,11.0,20.9903367,105.78272369999999
 môi giới ,2.0,2.0,70.0,chung cư thường,unk,11.0,21.023382199999997,105.7933115
 môi giới ,1.0,1.0,30.0,chung cư studio,full cao cấp,5.5,21.0041237,105.78195690000001
 môi giới ,2.0,2.0,91.0,chung cư thường,full cao cấp,13.0,20.9972755,105.8671037
 môi giới ,2.0,2.0,74.0,chung cư thường,full,12.0,21.073835100000004,105.8076991
 cá nhân ,1.0,1.0,31.0,chung cư mini,full cao cấp,4.0,21.004244800000002,105.8693499
 môi giới ,1.0,1.0,40.0,chung cư thường,full,6.3,21.035261300000002,105.8314571
 môi giới ,3.0,2.0,83.0,chung cư thường,unk,7.5,21.0458268,105.7505429
 môi giới ,1.0,1.0,33.0,chung cư thường,full cao cấp,4.5,21.0004684,105.7623624
 môi giới ,2.0,2.0,70.0,chung cư thường,unk,12.0,21.022996399999997,105.79280279999999
 cá nhân ,1.0,1.0,40.0,chung cư mini,full,4.7,21.018982,105.7770348
 môi giới ,1.0,1.0,45.0,chung cư thường,full,4.5,21.0333173,105.7752115
 môi giới ,1.0,1.0,40.0,chung cư studio,full,4.99,21.023514300000002,105.83720520000001
 môi giới ,1.0,1.0,40.0,chung cư thường,full,5.0,21.0584551,105.8350176
 cá nhân ,2.0,2.0,70.0,chung cư thường,full,6.5,20.982067899999997,105.7556341
 môi giới ,1.0,1.0,25.0,chung cư mini,full,3.6,20.977383399999997,105.7868419
 cá nhân ,2.0,1.0,45.0,chung cư mini,unk,4.5,21.017281699999998,105.8063497
 môi giới ,2.0,1.0,60.0,chung cư thường,full cao cấp,5.0,21.0164183,105.94484409999998
 cá nhân ,2.0,2.0,75.0,chung cư thường,full,10.0,20.9800125,105.80488559999999
 cá nhân ,1.0,1.0,25.0,chung cư mini,unk,2.5,20.986722699999998,105.8684685
 môi giới ,1.0,1.0,106.0,chung cư thường,full,8.5,20.9784143,105.8282959
 môi giới ,2.0,2.0,80.0,chung cư thường,full,10.0,21.0295683,105.7918811
